"HAFAS_ID";"RMV_ID";"DHID";"HST_NAME";"NAME_FAHRPLAN";"X_IPL_WERT";"Y_IPL_WERT";"X_WGS84";"Y_WGS84";"LNO";"IST_BAHNHOF";"GUELTIG_AB";"GUELTIG_BIS";"VERBUND_1_ISTGLEICH_RMV";"LAND";"RP";"LANDKREIS";"GEMEINDENAME";"ORTSTEILNAME";"AGS_LAND";"AGS_RP";"AGS_LK";"AGS_G";"AGS_OT"
"3000001";"1";"";"Hauptwache";"Frankfurt (Main) Hauptwache";"3477135";"5553132";"8,67933907525965";"50,1139547715632";"TRAFFIQ";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Innenstadt";"06";"4";"12";"000";"802"
"3000002";"2";"";"Römer/Paulskirche";"Frankfurt (Main) Römer/Paulskirche";"3477329";"5552790";"8,68207172670972";"50,110887613661";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Frankfurt-Altstadt";"06";"4";"12";"000";"801"
"3000003";"3";"";"Dom/Römer";"Frankfurt (Main) Dom/Römer";"3477477";"5552785";"8,68414103383502";"50,1108483203001";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Frankfurt-Altstadt";"06";"4";"12";"000";"801"
"3000004";"4";"";"Willy-Brandt-Platz";"Frankfurt (Main) Willy-Brandt-Platz";"3476821";"5552605";"8,67498126960943";"50,1092047378413";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Innenstadt";"06";"4";"12";"000";"802"
"3000007";"7";"";"Weser-/Münchener Straße";"Frankfurt (Main) Weser-/Münchener Straße";"3476488";"5552467";"8,67033469623856";"50,1079509502732";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bahnhofsviertel";"06";"4";"12";"000";"803"
"3000008";"8";"";"Hauptbahnhof/Münchener Straße";"Frankfurt (Main) Hauptbahnhof/Münchener Straße";"3476197";"5552352";"8,66627402629779";"50,1069054422071";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bahnhofsviertel";"06";"4";"12";"000";"803"
"3000009";"9";"";"Platz der Republik";"Frankfurt (Main) Platz der Republik";"3475840";"5552606";"8,66126752643712";"50,1091744601161";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000010";"10";"";"Hauptbahnhof";"Frankfurt (Main) Hauptbahnhof";"3475942";"5552342";"8,6627101117679";"50,1068052223993";"TRAFFIQ";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000011";"11";"";"Taunusanlage";"Frankfurt (Main) Taunusanlage";"3476382";"5553069";"8,66881553792571";"50,1133587892226";"TRAFFIQ";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000013";"13";"";"Roßmarkt";"Frankfurt (Main) Roßmarkt";"3476901";"5552973";"8,67607725591789";"50,1125162417903";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Innenstadt";"06";"4";"12";"000";"802"
"3000015";"15";"";"Heilbronner Straße";"Frankfurt (Main) Heilbronner Straße";"3475322";"5551781";"8,65407978346203";"50,1017362127467";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000016";"16";"";"Gutleut-/Heilbronner Straße";"Frankfurt (Main) Gutleut-/Heilbronner Straße";"3475337";"5551561";"8,65430369851116";"50,0997590074881";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000017";"17";"";"Hafenstraße";"Frankfurt (Main) Hafenstraße";"3475555";"5551935";"8,65732655402195";"50,1031303682089";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000018";"18";"";"Güterplatz";"Frankfurt (Main) Güterplatz";"3475447";"5552424";"8,65578542296499";"50,1075220709824";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000019";"19";"";"Speyerer Straße";"Frankfurt (Main) Speyerer Straße";"3475097";"5552207";"8,65090705550914";"50,1055565806682";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000025";"25";"";"Baseler Platz";"Frankfurt (Main) Baseler Platz";"3476091";"5552026";"8,66481278381777";"50,1039703798119";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000028";"28";"";"Wasserweg";"Frankfurt (Main) Wasserweg";"3478240";"5552178";"8,69484236990598";"50,1054198714898";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Nord";"06";"4";"12";"000";"813"
"3000029";"29";"";"Heister-/Siemensstraße";"Frankfurt (Main) Heister-/Siemensstraße";"3478283";"5552028";"8,69545200143716";"50,104072927175";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Nord";"06";"4";"12";"000";"813"
"3000101";"101";"";"Galluswarte";"Frankfurt (Main) Galluswarte";"3474643";"5552057";"8,64457095029969";"50,1041887756618";"TRAFFIQ";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000102";"102";"";"Schwalbacher Straße";"Frankfurt (Main) Schwalbacher Straße";"3474052";"5551850";"8,63632419182301";"50,1023021964329";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000103";"103";"";"Kriegkstraße";"Frankfurt (Main) Kriegkstraße";"3474310";"5551738";"8,63993788000033";"50,1013065604564";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000104";"104";"";"Galluspark";"Frankfurt (Main) Galluspark";"3474123";"5551625";"8,63733187324867";"50,1002825281392";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000105";"105";"";"Ordnungsamt";"Frankfurt (Main) Ordnungsamt";"3473863";"5551464";"8,63370900023933";"50,0988236918969";"TRAFFIQ";"0";"14.06.2009";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000106";"106";"";"Rebstöcker Straße";"Frankfurt (Main) Rebstöcker Straße";"3473511";"5551771";"8,62876801025902";"50,1015680070648";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000107";"107";"";"Wickerer Straße";"Frankfurt (Main) Wickerer Straße";"3473074";"5551706";"8,62266465787426";"50,1009639285618";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000108";"108";"";"Mönchhofstraße";"Frankfurt (Main) Mönchhofstraße";"3472713";"5551653";"8,61762282532929";"50,1004709194071";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000109";"109";"";"Waldschulstraße";"Frankfurt (Main) Waldschulstraße";"3471699";"5551635";"8,60345183566588";"50,1002614848699";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000110";"110";"";"Griesheim Bahnhof";"Frankfurt (Main) Griesheim Bahnhof";"3471912";"5550934";"8,60648055263408";"50,0939695718734";"TRAFFIQ";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000111";"111";"";"Linnegraben";"Frankfurt (Main) Linnegraben";"3471272";"5551630";"8,59748421304797";"50,1001959669477";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000112";"112";"";"Jägerallee";"Frankfurt (Main) Jägerallee";"3470779";"5551628";"8,59059392747985";"50,1001538587373";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000113";"113";"";"Pforzheimer Straße";"Frankfurt (Main) Pforzheimer Straße";"3476013";"5552109";"8,66371728469094";"50,1047134035039";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000114";"114";"";"Birminghamstraße";"Frankfurt (Main) Birminghamstraße";"3470022";"5551625";"8,58001393781945";"50,1000890440257";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000115";"115";"";"Luthmerstraße";"Frankfurt (Main) Luthmerstraße";"3469529";"5551527";"8,57313136936937";"50,0991828537874";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000116";"116";"";"Nied Kirche";"Frankfurt (Main) Nied Kirche";"3469106";"5551428";"8,56722746042025";"50,0982709218854";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000117";"117";"";"Johanna-Kirchner-AHZ";"Frankfurt (Main) Johanna-Kirchner-AHZ";"3474822";"5551318";"8,64712186829056";"50,0975527126389";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000118";"118";"";"Bingelsweg";"Frankfurt (Main) Bingelsweg";"3471684";"5551705";"8,60323698119041";"50,1008900737261";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000119";"119";"";"Halmstraße";"Frankfurt (Main) Halmstraße";"3474466";"5551147";"8,64215793041863";"50,0960001453302";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000120";"120";"";"Erntestraße";"Frankfurt (Main) Erntestraße";"3474210";"5550966";"8,63859248694074";"50,09436183061";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000121";"121";"";"Briefzentrum";"Frankfurt (Main) Briefzentrum";"3473954";"5550787";"8,63502715009651";"50,0927413867406";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000123";"123";"";"Alte Falterstraße";"Frankfurt (Main) Alte Falterstraße";"3471959";"5550621";"8,607160407719";"50,0911578968561";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000124";"124";"";"Jungmannstraße";"Frankfurt (Main) Jungmannstraße";"3471843";"5550604";"8,60554068663603";"50,0909995604959";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000125";"125";"";"Staustufe Griesheim";"Frankfurt (Main) Staustufe Griesheim";"3471496";"5550639";"8,60068912765074";"50,0912976127284";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000126";"126";"";"Chemisches Werk";"Frankfurt (Main) Chemisches Werk";"3471026";"5550536";"8,59412919565776";"50,0903488240945";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000127";"127";"";"Lachegraben";"Frankfurt (Main) Lachegraben";"3469877";"5550759";"8,57805582386889";"50,092296287396";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000128";"128";"";"Dürkheimer Straße";"Frankfurt (Main) Dürkheimer Straße";"3469381";"5551209";"8,57108844918075";"50,0963163818554";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000129";"129";"";"Leonardo-Da-Vinci-Allee";"Frankfurt (Main) Leonardo-da-Vinci-Allee";"3473458";"5553094";"8,6279349451182";"50,1134595392557";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bockenheim";"06";"4";"12";"000";"812"
"3000130";"130";"";"Messeparkhaus";"Frankfurt (Main) Messeparkhaus";"3472994";"5552477";"8,62149180556735";"50,107891651853";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000131";"131";"";"Römerhof";"Frankfurt (Main) Römerhof";"3472781";"5552454";"8,61851595881944";"50,1076751198439";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000132";"132";"";"Schmidtstraße";"Frankfurt (Main) Schmidtstraße";"3472754";"5552017";"8,61816981609563";"50,103745205232";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000133";"133";"";"Zum Rebstockbad";"Frankfurt (Main) Zum Rebstockbad";"3472825";"5553024";"8,61909031497328";"50,112801493554";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bockenheim";"06";"4";"12";"000";"812"
"3000136";"136";"";"Neufeld";"Frankfurt (Main) Neufeld";"3471325";"5552817";"8,59813555814456";"50,1108697553797";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000137";"137";"";"Neumarkt";"Frankfurt (Main) Neumarkt";"3470352";"5552429";"8,58456358113201";"50,1073336703647";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000138";"138";"";"Heusingerstraße";"Frankfurt (Main) Heusingerstraße";"3470036";"5552288";"8,58015743846465";"50,1060501613914";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000139";"139";"";"Nidda-Kampfbahn";"Frankfurt (Main) Nidda-Kampfbahn";"3469672";"5552124";"8,57508242723195";"50,1045572574383";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000140";"140";"";"Nied Bahnhof";"Frankfurt (Main) Nied Bahnhof";"3469474";"5551847";"8,57233703006608";"50,1020568380782";"TRAFFIQ";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000141";"141";"";"Nied Brücke";"Frankfurt (Main) Nied Brücke";"3468902";"5551649";"8,56435832658721";"50,1002470448597";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000142";"142";"";"Auf dem Schafberg";"Frankfurt (Main) Auf dem Schafberg";"3472316";"5550596";"8,61215092592683";"50,0909499428253";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000143";"143";"";"Erzbergerstraße";"Frankfurt (Main) Erzbergerstraße";"3472461";"5550943";"8,61415205249626";"50,0940762735999";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000144";"144";"";"Heinrich-Hardt-Straße";"Frankfurt (Main) Heinrich-Hardt-Straße";"3471642";"5551963";"8,60263074035757";"50,1032075051707";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000145";"145";"";"Lindenhag";"Frankfurt (Main) Lindenhag";"3471525";"5552324";"8,60096837674496";"50,1064473068264";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000146";"146";"";"Platanenstraße";"Frankfurt (Main) Platanenstraße";"3471907";"5551348";"8,60638014074424";"50,0976912356158";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000147";"147";"";"Griesheim Bahnhof/Eichenstraße";"Frankfurt (Main) Griesheim Bf/Eichenstraße";"3471968";"5551074";"8,60725283559663";"50,0952308400904";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000149";"149";"";"Schöffenstraße";"Frankfurt (Main) Schöffenstraße";"3472497";"5550626";"8,61467803540759";"50,0912280813543";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000150";"150";"";"Elektronstraße";"Frankfurt (Main) Elektronstraße";"3471364";"5551224";"8,59880058550403";"50,0965504490846";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000151";"151";"";"Am Mühlgewann";"Frankfurt (Main) Am Mühlgewann";"3472221";"5551222";"8,61077774952363";"50,0965733004425";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000152";"152";"";"Friedrich-Ebert-Siedlung";"Frankfurt (Main) Friedrich-Ebert-Siedlung";"3473205";"5551014";"8,62454432318855";"50,0947487145619";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000153";"153";"";"Kleyerstraße";"Frankfurt (Main) Kleyerstraße";"3473596";"5551274";"8,62999052831938";"50,0971037169697";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000154";"154";"";"Haus Gallus";"Frankfurt (Main) Haus Gallus";"3474569";"5552132";"8,64353158078049";"50,1048598586222";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000155";"155";"";"DB-Zentrale";"Frankfurt (Main) DB-Zentrale";"3474301";"5552262";"8,63977670027953";"50,1060169932306";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000156";"156";"";"Paul-Hindemith-Schule";"Frankfurt (Main) Paul-Hindemith-Schule";"3473958";"5552238";"8,63498378037652";"50,1057862318663";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000157";"157";"";"Schneidhainer Straße";"Frankfurt (Main) Schneidhainer Straße";"3473579";"5552186";"8,62968963740719";"50,1053019432755";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000158";"158";"";"Eppenhainer Straße";"Frankfurt (Main) Eppenhainer Straße";"3473319";"5552142";"8,62605841780623";"50,1048947119536";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000159";"159";"";"Schloßborner Straße";"Frankfurt (Main) Schloßborner Straße";"3473061";"5552102";"8,62245493297078";"50,1045234186416";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000201";"201";"";"Alte Oper";"Frankfurt (Main) Alte Oper";"3476538";"5553292";"8,67098273365634";"50,1153698005111";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Innenstadt";"06";"4";"12";"000";"802"
"3000204";"204";"";"Palmengartenstraße";"Frankfurt (Main) Palmengartenstraße";"3475564";"5553772";"8,65733431261454";"50,1196456021806";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000206";"206";"";"Westend";"Frankfurt (Main) Westend";"3475948";"5553614";"8,66271352246587";"50,1182409112954";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000208";"208";"";"Kettenhofweg";"Frankfurt (Main) Kettenhofweg";"3475631";"5553397";"8,65829516716167";"50,1162770738916";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000210";"210";"";"Festhalle/Messe";"Frankfurt (Main) Festhalle/Messe";"3475345";"5552982";"8,65432341501275";"50,1125343179874";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000211";"211";"";"Senckenbergmuseum";"Frankfurt (Main) Senckenbergmuseum";"3475233";"5553509";"8,65272330175477";"50,1172674293235";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000214";"214";"";"Mitscherlichplatz";"Frankfurt (Main) Mitscherlichplatz";"3476112";"5554200";"8,66496972356926";"50,1235157705666";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Nord";"06";"4";"12";"000";"805"
"3000215";"215";"";"Botanischer Garten";"Frankfurt (Main) Botanischer Garten";"3475345";"5554488";"8,65422573815751";"50,1260734253163";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000216";"216";"";"Bettinaplatz";"Frankfurt (Main) Bettinaplatz";"3475527";"5553144";"8,65685739311224";"50,1139982779601";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000401";"401";"";"Eschenheimer Tor";"Frankfurt (Main) Eschenheimer Tor";"3477119";"5553567";"8,67908919647891";"50,1178648629747";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Innenstadt";"06";"4";"12";"000";"802"
"3000402";"402";"";"Grüneburgweg";"Frankfurt (Main) Grüneburgweg";"3476878";"5553966";"8,67569529933292";"50,1214425462025";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Nord";"06";"4";"12";"000";"805"
"3000403";"403";"";"Holzhausenstraße";"Frankfurt (Main) Holzhausenstraße";"3476751";"5554552";"8,67388361636213";"50,1267057752843";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Nord";"06";"4";"12";"000";"805"
