"HAFAS_ID";"RMV_ID";"DHID";"HST_NAME";"NAME_FAHRPLAN";"X_IPL_WERT";"Y_IPL_WERT";"X_WGS84";"Y_WGS84";"LNO";"IST_BAHNHOF";"GUELTIG_AB";"GUELTIG_BIS";"VERBUND_1_ISTGLEICH_RMV";"LAND";"RP";"LANDKREIS";"GEMEINDENAME";"ORTSTEILNAME";"AGS_LAND";"AGS_RP";"AGS_LK";"AGS_G";"AGS_OT"
"3001967";"1967";"";"Heinrich-Plett-Straße";"Frankfurt (Main) Heinrich-Plett-Straße";"3477572";"5559185";"8,68509090897622";"50,1683886215455";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bonames";"06";"4";"12";"000";"831"
"3001968";"1968";"";"An den drei Hohen";"Frankfurt (Main) An den drei Hohen";"3478296";"5558063";"8,69528869546561";"50,1583288357646";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Preungesheim";"06";"4";"12";"000";"830"
"3001969";"1969";"";"Gravensteiner-Platz";"Frankfurt (Main) Gravensteiner-Platz";"3478524";"5557734";"8,69849788716078";"50,1553794384194";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Preungesheim";"06";"4";"12";"000";"830"
"3001970";"1970";"";"Holbein-Schule";"Frankfurt (Main) Holbein-Schule";"3477184";"5551500";"8,68012204938805";"50,0992847328989";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Nord";"06";"4";"12";"000";"813"
"3001971";"1971";"";"Achenbachstraße";"Frankfurt (Main) Achenbachstraße";"3476938";"5551298";"8,67669609495878";"50,0974591785135";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Nord";"06";"4";"12";"000";"813"
"3001972";"1972";"";"Burnitzstraße";"Frankfurt (Main) Burnitzstraße";"3476699";"5551265";"8,67335787994572";"50,0971531365204";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Nord";"06";"4";"12";"000";"813"
"3001974";"1974";"";"Kuhwaldstraße";"Frankfurt (Main) Kuhwaldstraße";"3474368";"5553469";"8,64063191186645";"50,1168709628197";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bockenheim";"06";"4";"12";"000";"812"
"3001975";"1975";"";"Dornbusch/Am Grünhof";"Frankfurt (Main) Dornbusch/Am Grünhof";"3476571";"5555605";"8,67130146559588";"50,1361652497122";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Nord";"06";"4";"12";"000";"805"
"3001976";"1976";"";"Hohe Straße";"Frankfurt (Main) Hohe Straße";"3483023";"5558115";"8,76143463973037";"50,1589513658513";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bergen-Enkheim";"06";"4";"12";"000";"846"
"3001977";"1977";"";"Camberger Straße";"Frankfurt (Main) Camberger Straße";"3475122";"5551460";"8,6513053490924";"50,0988420019036";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3001978";"1978";"";"Zanderstraße";"Frankfurt (Main) Zanderstraße";"3475672";"5551566";"8,65898551585504";"50,0998178288333";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3001979";"1979";"";"Rebstockbad";"Frankfurt (Main) Rebstockbad";"3472852";"5553133";"8,6194600036294";"50,1137826525032";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bockenheim";"06";"4";"12";"000";"812"
"3001980";"1980";"";"Industriep. Höchst Tor Süd";"Frankfurt (Main) Industriepark Höchst Tor Süd";"3467478";"5549533";"8,54463635065379";"50,0811476452341";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Höchst";"06";"4";"12";"000";"836"
"3001981";"1981";"";"Industriepark Höchst Tor H831";"Frankfurt (Main) Industriepark Höchst Tor H831";"3468059";"5550547";"8,55266851285969";"50,0902951560615";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Höchst";"06";"4";"12";"000";"836"
"3001982";"1982";"";"IP Höchst Tor K801";"Frankfurt (Main) IP Höchst Tor K801";"3467949";"5549925";"8,55118371160704";"50,0846974055583";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Höchst";"06";"4";"12";"000";"836"
"3001985";"1985";"";"Riedberg";"Frankfurt (Main) Riedberg";"3474041";"5560371";"8,63558798941492";"50,178906015871";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Kalbach";"06";"4";"12";"000";"843"
"3001986";"1986";"";"Sontraer Straße";"Frankfurt (Main) Sontraer Straße";"3481655";"5554721";"8,74245527245851";"50,1283978122849";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Fechenheim";"06";"4";"12";"000";"835"
"3001987";"1987";"";"Geleitsstraße";"Frankfurt (Main) Geleitsstraße";"3478239";"5551549";"8,69486438721612";"50,0997650156294";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Süd";"06";"4";"12";"000";"814"
"3001988";"1988";"";"Henninger-Turm";"Frankfurt (Main) Henninger-Turm";"3478148";"5551369";"8,69360285998219";"50,0981434274541";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Süd";"06";"4";"12";"000";"814"
"3001989";"1989";"";"Dielmannstraße";"Frankfurt (Main) Dielmannstraße";"3478546";"5551287";"8,69916997858887";"50,0974208072152";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Süd";"06";"4";"12";"000";"814"
"3001991";"1991";"";"Schweinfurter Weg";"Frankfurt (Main) Schweinfurter Weg";"3478339";"5550805";"8,6963044127241";"50,0930799906152";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Süd";"06";"4";"12";"000";"814"
"3001992";"1992";"";"Wertheimer Straße";"Frankfurt (Main) Wertheimer Straße";"3478323";"5551060";"8,69606628860581";"50,0953719021508";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Süd";"06";"4";"12";"000";"814"
"3001994";"1994";"";"Zum Apothekerhof";"Frankfurt (Main) Zum Apothekerhof";"3478466";"5552159";"8,69800252602713";"50,105257334259";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Nord";"06";"4";"12";"000";"813"
"3001995";"1995";"";"Zum Brommenhof";"Frankfurt (Main) Zum Brommenhof";"3478634";"5552207";"8,70034816351469";"50,1056949589503";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Nord";"06";"4";"12";"000";"813"
"3001996";"1996";"";"Waldspielpark Louisa";"Frankfurt (Main) Waldspielpark Louisa";"3476245";"5550190";"8,66707996094974";"50,0874706520699";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Süd";"06";"4";"12";"000";"814"
"3001997";"1997";"";"Nied Bahnhof/Friedhof";"Frankfurt (Main) Nied Bahnhof/Friedhof";"3469399";"5551989";"8,5712773408457";"50,1033295536184";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3001998";"1998";"";"Nied Bahnhof/Lotzstraße";"Frankfurt (Main) Nied Bahnhof/Lotzstraße";"3469200";"5551856";"8,56850659039134";"50,1021235592468";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3001999";"1999";"";"Seehofpark";"Frankfurt (Main) Seehofpark";"3478783";"5551099";"8,70249275629684";"50,0957392038769";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Süd";"06";"4";"12";"000";"814"
"3002000";"2000";"";"Am Sandberg";"Frankfurt (Main) Am Sandberg";"3478632";"5550928";"8,70039207405679";"50,0941964437931";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Süd";"06";"4";"12";"000";"814"
"3002001";"2001";"";"Bahnhof";"Hattersheim (Main) Bahnhof";"3463453";"5548014";"8,48854919767414";"50,0672573738297";"MTV";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Hattersheim a.M.";"06";"4";"36";"005";"020"
"3002002";"2002";"";"Autoberg";"Hattersheim (Main) Autoberg";"3463799";"5548502";"8,4933354288985";"50,0716657104617";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Hattersheim a.M.";"06";"4";"36";"005";"020"
"3002003";"2003";"";"Friedhof";"Hattersheim (Main)-Okriftel Friedhof";"3464051";"5546972";"8,49699942090533";"50,0579263198895";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Okriftel";"06";"4";"36";"005";"030"
"3002004";"2004";"";"Südring Mitte";"Hattersheim (Main) Südring Mitte";"3464200";"5548296";"8,49895594580685";"50,0698381104919";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Hattersheim a.M.";"06";"4";"36";"005";"020"
"3002005";"2005";"";"Wasserwerkchaussee";"Hattersheim (Main) Wasserwerkchaussee";"3463750";"5547748";"8,49272258400815";"50,0648842567747";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Hattersheim a.M.";"06";"4";"36";"005";"020"
"3002006";"2006";"";"Amselweg";"Hattersheim (Main)-Okriftel Amselweg";"3464071";"5546755";"8,49729911121095";"50,0559766958303";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Okriftel";"06";"4";"36";"005";"030"
"3002007";"2007";"";"Rossertstraße";"Hattersheim (Main)-Okriftel Rossertstraße";"3463826";"5546309";"8,49392027505899";"50,0519522601013";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Okriftel";"06";"4";"36";"005";"030"
"3002008";"2008";"";"Rathaus";"Hattersheim (Main)-Okriftel Rathaus";"3464268";"5546467";"8,50007685955051";"50,0533994618021";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Okriftel";"06";"4";"36";"005";"030"
"3002009";"2009";"";"Buchenstraße";"Hattersheim (Main)-Okriftel Buchenstraße";"3463836";"5546613";"8,49403112699909";"50,0546858374823";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Okriftel";"06";"4";"36";"005";"030"
"3002010";"2010";"";"Hessendamm";"Hattersheim (Main) Hessendamm";"3463370";"5548453";"8,48734783612655";"50,0711988609307";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Hattersheim a.M.";"06";"4";"36";"005";"020"
"3002011";"2011";"";"Hofheimer Straße";"Hattersheim (Main) Hofheimer Straße";"3462762";"5548558";"8,47884511091165";"50,0721049487408";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Hattersheim a.M.";"06";"4";"36";"005";"020"
"3002012";"2012";"";"Neugasse";"Hattersheim (Main)-Okriftel Neugasse";"3463908";"5546259";"8,49506990954234";"50,0515077508972";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Okriftel";"06";"4";"36";"005";"030"
"3002013";"2013";"";"Katholische Kirche";"Hattersheim (Main)-Okriftel Katholische Kirche";"3464133";"5546722";"8,49816794740567";"50,0556837756323";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Okriftel";"06";"4";"36";"005";"030"
"3002014";"2014";"";"Am See";"Hattersheim (Main)-Okriftel Am See";"3463390";"5545986";"8,48786363938478";"50,0490217489411";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Okriftel";"06";"4";"36";"005";"030"
"3002015";"2015";"";"Mühlgraben";"Hattersheim (Main)-Okriftel Mühlgraben";"3464652";"5546850";"8,50540313180895";"50,0568656440154";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Okriftel";"06";"4";"36";"005";"030"
"3002016";"2016";"";"Goethestraße";"Hattersheim (Main) Goethestraße";"3462600";"5548342";"8,47660343035893";"50,070152921615";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Hattersheim a.M.";"06";"4";"36";"005";"020"
"3002017";"2017";"";"Herderstraße";"Hattersheim (Main) Herderstraße";"3462716";"5548154";"8,47824202946095";"50,0684701080768";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Hattersheim a.M.";"06";"4";"36";"005";"020"
"3002018";"2018";"";"H.-Böll-Schule";"Hattersheim (Main) H.-Böll-Schule";"3462658";"5547504";"8,47749549679972";"50,0626229704172";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Hattersheim a.M.";"06";"4";"36";"005";"020"
"3002020";"2020";"";"Ritterstraße";"Hattersheim (Main)-Eddersheim Ritterstraße";"3462320";"5545313";"8,47299121484566";"50,0429045185611";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Eddersheim";"06";"4";"36";"005";"010"
"3002030";"2030";"";"Rathaus";"Sulzbach (Taunus) Rathaus";"3466399";"5555177";"8,52906383653709";"50,1318269672381";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Sulzbach (Ts.)";"Sulzbach (Ts.)";"06";"4";"36";"012";"000"
"3002031";"2031";"";"REHA-Zentrum";"Hofheim am Taunus REHA-Zentrum";"3460952";"5551080";"8,45330472591545";"50,0946611403064";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Hofheim a.Ts.";"06";"4";"36";"007";"020"
"3002032";"2032";"";"Rödersteinweg";"Hofheim am Taunus Rödersteinweg";"3460102";"5550787";"8,44145693970246";"50,0919705004426";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Hofheim a.Ts.";"06";"4";"36";"007";"020"
"3002033";"2033";"";"Rheingaubrücke";"Hofheim am Taunus Rheingaubrücke";"3460164";"5550042";"8,44240111826571";"50,0852771974298";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Hofheim a.Ts.";"06";"4";"36";"007";"020"
"3002034";"2034";"";"Berliner Straße";"Hofheim am Taunus-Marxheim Berliner Straße";"3460113";"5549124";"8,44178449960466";"50,0770210348937";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Marxheim";"06";"4";"36";"007";"999"
"3002035";"2035";"";"Vincenzhaus";"Hofheim am Taunus Vincenzhaus";"3459703";"5550183";"8,43594518459088";"50,0865136232487";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Hofheim a.Ts.";"06";"4";"36";"007";"020"
"3002036";"2036";"";"Friedhof";"Hofheim am Taunus-Langenhain Friedhof";"3456639";"5552296";"8,39289425192299";"50,1052929658283";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Langenhain";"06";"4";"36";"007";"030"
"3002037";"2037";"";"Wilhelm-Busch-Schule";"Hofheim am Taunus-Langenhain Wilhelm-Busch-Schule";"3457274";"5552185";"8,40178248185659";"50,1043412142251";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Langenhain";"06";"4";"36";"007";"030"
"3002038";"2038";"";"Weingartenschule";"Kriftel Weingartenschule";"3462063";"5550213";"8,4689168488441";"50,0869390203436";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Kriftel";"Kriftel";"06";"4";"36";"009";"000"
"3002039";"2039";"";"Stormstraße";"Hofheim am Taunus-Marxheim Stormstraße";"3459419";"5549412";"8,43205905947175";"50,0795630512168";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Marxheim";"06";"4";"36";"007";"999"
"3002040";"2040";"";"Kapellenstraße";"Kriftel Kapellenstraße";"3461572";"5549376";"8,46214068423773";"50,0793828234936";"MTV";"0";"09.12.2012";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Kriftel";"Kriftel";"06";"4";"36";"009";"000"
"3002041";"2041";"";"Polizei";"Hofheim am Taunus Polizei";"3461253";"5550344";"8,4575858765684";"50,0880643159634";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Hofheim a.Ts.";"06";"4";"36";"007";"020"
"3002042";"2042";"";"Nordstraße";"Eschborn Nordstraße";"3469243";"5557081";"8,56868508279921";"50,1490985975954";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Eschborn";"Eschborn";"06";"4";"36";"003";"010"
"3002043";"2043";"";"Eichkopfallee";"Liederbach (Taunus)-Niederhofheim Eichkopfallee";"3463222";"5554712";"8,48467662868182";"50,127457749157";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Liederbach a.Ts.";"Niederhofheim";"06";"4";"36";"010";"010"
"3002044";"2044";"";"Südring";"Hattersheim (Main) Südring";"3464249";"5548831";"8,49959024466687";"50,0746507185243";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hattersheim a.M.";"Hattersheim a.M.";"06";"4";"36";"005";"020"
"3002045";"2045";"";"Festplatz";"Hofheim am Taunus-Marxheim Festplatz";"3459593";"5548685";"8,43456683007251";"50,0730392712883";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Marxheim";"06";"4";"36";"007";"999"
"3002048";"2048";"";"Dr.-Ruben-Rausing-Straße";"Hochheim (Main) Dr.-Ruben-Rausing-Straße";"3454707";"5542405";"8,36706179411431";"50,0162302203926";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hochheim a.M.";"Hochheim a.M.";"06";"4";"36";"006";"010"
"3002049";"2049";"";"Berliner Straße";"Schwalbach (Taunus) Berliner Straße";"3466787";"5557575";"8,53428072646311";"50,153406753546";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Schwalbach a.Ts.";"Schwalbach a.Ts.";"06";"4";"36";"011";"000"
"3002050";"2050";"";"In den Nassen/Therme";"Hofheim am Taunus In den Nassen/Therme";"3461331";"5551051";"8,45860406558116";"50,0944252794031";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Hofheim a.Ts.";"06";"4";"36";"007";"020"
"3002051";"2051";"";"Falkenstraße";"Bad Soden (Taunus) Falkenstraße";"3464179";"5555813";"8,49795592560155";"50,1374143261013";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Bad Soden a.Ts.";"Bad Soden a.Ts.";"06";"4";"36";"001";"020"
"3002052";"2052";"";"Am Carlusbaum";"Bad Soden (Taunus) Am Carlusbaum";"3464139";"5555602";"8,49741633307489";"50,1355150339144";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Bad Soden a.Ts.";"Bad Soden a.Ts.";"06";"4";"36";"001";"020"
"3002053";"2053";"";"Gewerbegebiet West";"Eppstein-Bremthal Gewerbegebiet West";"3452780";"5556098";"8,33848381865545";"50,1391768432195";"MTV";"0";"15.12.2013";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Eppstein";"Bremthal";"06";"4";"36";"002";"010"
"3002054";"2054";"";"Badener Straße";"Schwalbach (Taunus) Badener Straße";"3466264";"5558170";"8,52691009618711";"50,158726138948";"MTV";"0";"15.12.2013";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Schwalbach a.Ts.";"Schwalbach a.Ts.";"06";"4";"36";"011";"000"
"3002056";"2056";"";"Messe";"Hofheim am Taunus-Wallau Messe";"3456173";"5547745";"8,38690331946903";"50,0643460556374";"MTV";"0";"14.12.2014";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Wallau";"06";"4";"36";"007";"050"
"3002057";"2057";"";"Rheinallee";"Flörsheim (Main) Rheinallee";"3458986";"5542636";"8,4267368223666";"50,0186174857784";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Flörsheim a.M.";"Flörsheim a.M.";"06";"4";"36";"004";"010"
"3002058";"2058";"";"Quellenstraße";"Flörsheim (Main)-Wicker Quellenstraße";"3457696";"5543928";"8,40859537104858";"50,0301420875449";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Flörsheim a.M.";"Wicker";"06";"4";"36";"004";"030"
"3002059";"2059";"";"Hochheimer Straße";"Flörsheim (Main) Hochheimer Straße";"3458784";"5541708";"8,42401825463682";"50,0102608100396";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Flörsheim a.M.";"Flörsheim a.M.";"06";"4";"36";"004";"010"
"3002060";"2060";"";"Josef-Wittwer-Seniorenzentrum";"Kriftel J.-Wittwer-Seniorenzentrum";"3461570";"5550162";"8,46203357632266";"50,0864487822973";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Kriftel";"Kriftel";"06";"4";"36";"009";"000"
"3002061";"2061";"";"Kapellenstraße";"Flörsheim (Main) Kapellenstraße";"3458467";"5541942";"8,41957071243723";"50,0123424076557";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Flörsheim a.M.";"Flörsheim a.M.";"06";"4";"36";"004";"010"
"3002062";"2062";"";"Bahnhof Südseite";"Flörsheim (Main) Bahnhof Südseite";"3459348";"5542417";"8,43181088377511";"50,0166735456381";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Flörsheim a.M.";"Flörsheim a.M.";"06";"4";"36";"004";"010"
"3002063";"2063";"";"Hochgewann";"Flörsheim (Main) Hochgewann";"3457921";"5541268";"8,41202765082732";"50,0062447766956";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Flörsheim a.M.";"Flörsheim a.M.";"06";"4";"36";"004";"010"
"3002064";"2064";"";"Sportanlagen";"Flörsheim (Main) Sportanlagen";"3458575";"5541374";"8,42113878976055";"50,0072436305171";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Flörsheim a.M.";"Flörsheim a.M.";"06";"4";"36";"004";"010"
"3002065";"2065";"";"Falkenberg/Schlesierstraße";"Flörsheim (Main) Falkenberg/Schlesierstraße";"3457020";"5540905";"8,39950040812274";"50,0029169914139";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Flörsheim a.M.";"Flörsheim a.M.";"06";"4";"36";"004";"010"
"3002066";"2066";"";"Auf der Sandkaul";"Hofheim am Taunus Auf der Sandkaul";"3462072";"5552027";"8,4688621473161";"50,1032473211077";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Hofheim a.Ts.";"06";"4";"36";"007";"020"
"3002067";"2067";"";"Tennisplatz";"Kelkheim (Taunus)-Fischbach Tennisplatz";"3459391";"5558378";"8,43071178253101";"50,1601639508398";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Kelkheim (Ts.)";"Fischbach";"06";"4";"36";"008";"020"
"3002068";"2068";"";"Oranienstraße";"Hofheim am Taunus-Langenhain Oranienstraße";"3457067";"5552009";"8,39890899318453";"50,1027440504857";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Langenhain";"06";"4";"36";"007";"030"
"3002069";"2069";"";"Usinger Straße";"Hofheim am Taunus-Langenhain Usinger Straße";"3457055";"5552336";"8,39870443251776";"50,1056828464872";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Hofheim a.Ts.";"Langenhain";"06";"4";"36";"007";"030"
"3002070";"2070";"";"Seniorenwohnanlage";"Eschborn Seniorenwohnanlage";"3469729";"5556580";"8,57552451827778";"50,1446197026959";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Eschborn";"Eschborn";"06";"4";"36";"003";"010"
"3002071";"2071";"";"Zeilring";"Eppstein-Niederjosbach Zeilring";"3453767";"5558134";"8,35204184397177";"50,1575576690389";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Eppstein";"Niederjosbach";"06";"4";"36";"002";"040"
"3002072";"2072";"";"Eppsteiner Straße";"Eppstein-Niederjosbach Eppsteiner Straße";"3453879";"5557662";"8,35366628934334";"50,1533232970703";"MTV";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Main-Taunus";"Eppstein";"Niederjosbach";"06";"4";"36";"002";"040"
